id,name,category2_id,dt
1026,平衡车,107,2020-06-14
1027,鱼竿鱼线,108,2020-06-14
1028,浮漂鱼饵,108,2020-06-14
1029,钓鱼桌椅,108,2020-06-14
1030,钓鱼配件,108,2020-06-14
1031,钓箱鱼包,108,2020-06-14
1032,其它,108,2020-06-14
1033,泳镜,109,2020-06-14
1034,泳帽,109,2020-06-14
1035,游泳包防水包,109,2020-06-14
1036,女士泳衣,109,2020-06-14
1037,男士泳衣,109,2020-06-14
1038,比基尼,109,2020-06-14
1039,其它,109,2020-06-14
1040,冲锋衣裤,110,2020-06-14
1041,速干衣裤,110,2020-06-14
1042,滑雪服,110,2020-06-14
1043,羽绒服/棉服,110,2020-06-14
1044,休闲衣裤,110,2020-06-14
1045,抓绒衣裤,110,2020-06-14
1046,软壳衣裤,110,2020-06-14
1047,T恤,110,2020-06-14
1048,户外风衣,110,2020-06-14
1049,功能内衣,110,2020-06-14
1050,军迷服饰,110,2020-06-14
1051,登山鞋,110,2020-06-14
1052,雪地靴,110,2020-06-14
1053,徒步鞋,110,2020-06-14
1054,越野跑鞋,110,2020-06-14
1055,休闲鞋,110,2020-06-14
1056,工装鞋,110,2020-06-14
1057,溯溪鞋,110,2020-06-14
1058,沙滩/凉拖,110,2020-06-14
1059,户外袜,110,2020-06-14
1060,帐篷/垫子,111,2020-06-14
1061,睡袋/吊床,111,2020-06-14
1062,登山攀岩,111,2020-06-14
1063,户外配饰,111,2020-06-14
1064,背包,111,2020-06-14
1065,户外照明,111,2020-06-14
1066,户外仪表,111,2020-06-14
1067,户外工具,111,2020-06-14
1068,望远镜,111,2020-06-14
1069,旅游用品,111,2020-06-14
1070,便携桌椅床,111,2020-06-14
1071,野餐烧烤,111,2020-06-14
1072,军迷用品,111,2020-06-14
1073,救援装备,111,2020-06-14
1074,滑雪装备,111,2020-06-14
1075,极限户外,111,2020-06-14
1076,冲浪潜水,111,2020-06-14
1077,综合训练器,112,2020-06-14
1078,其他大型器械,112,2020-06-14
1079,哑铃,112,2020-06-14
1080,仰卧板/收腹机,112,2020-06-14
1081,其他中小型器材,112,2020-06-14
1082,瑜伽舞蹈,112,2020-06-14
1083,甩脂机,112,2020-06-14
1084,踏步机,112,2020-06-14
1085,武术搏击,112,2020-06-14
1086,健身车/动感单车,112,2020-06-14
1087,跑步机,112,2020-06-14
1088,运动护具,112,2020-06-14
1089,羽毛球,113,2020-06-14
1090,乒乓球,113,2020-06-14
1091,篮球,113,2020-06-14
1092,足球,113,2020-06-14
1093,网球,113,2020-06-14
1094,排球,113,2020-06-14
1095,高尔夫,113,2020-06-14
1096,台球,113,2020-06-14
1097,棋牌麻将,113,2020-06-14
1098,轮滑滑板,113,2020-06-14
1099,其他,113,2020-06-14
